Date,Transaction Description,Category,Amount,Type,Month,Year,Day_of_Week,Is_Weekend,Cumulative_Monthly_Expense,Expense_Category_Ratio,Transaction_Type,Absolute_Amount
2023-10-03,Strong mind from.,Shopping,19.29,Expense,10,2023,Tuesday,False,19.29,0.00013133102874270453,Income,19.29
2023-10-04,Pretty skin main program.,Health & Fitness,1900.64,Expense,10,2023,Wednesday,False,1919.93,0.013090342676553023,Income,1900.64
2023-10-04,Knowledge fight car smile commercial.,Entertainment,45.65,Expense,10,2023,Wednesday,False,1965.5800000000002,0.00030810147600517177,Income,45.65
2023-10-05,Machine wife show.,Investment,2353.0,Income,10,2023,Thursday,False,4318.58,0.006477596819838569,Income,2353.0
2023-10-06,Good lay coach.,Health & Fitness,631.06,Expense,10,2023,Friday,False,4949.639999999999,0.004346321054731853,Income,631.06
2023-10-08,Expect win stuff realize project.,Other,1868.0,Income,10,2023,Sunday,True,6817.639999999999,0.005037280731322556,Income,1868.0
2023-10-08,Draw american first.,Investment,2942.0,Income,10,2023,Sunday,True,9759.64,0.008099060707167476,Income,2942.0
2023-10-08,Employee continue none alone.,Salary,1458.39,Expense,10,2023,Sunday,True,11218.03,0.009784335898071534,Income,1458.39
2023-10-09,Challenge large wish move.,Health & Fitness,872.99,Expense,10,2023,Monday,False,12091.02,0.00601257379261934,Income,872.99
2023-10-09,Identify material.,Utilities,692.04,Expense,10,2023,Monday,False,12783.06,0.00471307831559686,Income,692.04
2023-10-11,Until choose wife national.,Health & Fitness,1502.73,Expense,10,2023,Wednesday,False,14285.79,0.010349803566344244,Income,1502.73
2023-10-13,Positive far time wide.,Other,656.0,Income,10,2023,Friday,False,14941.79,0.0017689808135693773,Income,656.0
2023-10-14,Son rock two.,Utilities,430.27,Expense,10,2023,Saturday,True,15372.06,0.0029303164655971638,Income,430.27
2023-10-14,Rule too.,Investment,1508.0,Income,10,2023,Saturday,True,16880.06,0.004151388017134111,Income,1508.0
2023-10-15,Bring agent pay detail group.,Food & Drink,756.63,Expense,10,2023,Sunday,True,17636.69,0.004743958354637768,Income,756.63
2023-10-15,Part crime.,Food & Drink,1191.91,Expense,10,2023,Sunday,True,18828.6,0.007473099668895369,Income,1191.91
2023-10-16,Sit short cultural.,Investment,661.0,Income,10,2023,Monday,False,19489.6,0.0018196733947782805,Income,661.0
2023-10-17,Support quality whatever wish hour.,Investment,3914.0,Income,10,2023,Tuesday,False,23403.6,0.010774889057734025,Income,3914.0
2023-10-17,Owner memory argue project.,Rent,1099.09,Expense,10,2023,Tuesday,False,24502.69,0.006781350333323276,Income,1099.09
2023-10-27,Respond into history.,Utilities,418.93,Expense,10,2023,Friday,False,24921.62,0.002853086380488112,Income,418.93
2023-10-27,General final knowledge.,Food & Drink,609.22,Expense,10,2023,Friday,False,25530.84,0.0038197194253630196,Income,609.22
2023-10-29,Democratic thousand.,Travel,1249.37,Expense,10,2023,Sunday,True,26780.21,0.007371010560078688,Income,1249.37
2023-10-30,Eye south wife interest.,Shopping,1663.0,Expense,10,2023,Monday,False,28443.21,0.011322109942929894,Income,1663.0
2023-10-30,Structure our century.,Investment,2815.0,Income,10,2023,Monday,False,31258.21,0.007749441159305386,Income,2815.0
2023-11-04,Write moment friend value.,Investment,4577.0,Income,11,2023,Saturday,True,4577.0,0.012600068272163678,Income,4577.0
2023-11-05,According police.,Investment,2654.0,Income,11,2023,Sunday,True,7231.0,0.00730622267736998,Income,2654.0
2023-11-08,Company left nothing trip.,Entertainment,722.26,Expense,11,2023,Wednesday,False,7953.26,0.004874685039638452,Income,722.26
2023-11-08,Strategy face make.,Utilities,88.42,Expense,11,2023,Wednesday,False,8041.68,0.00060217673062984,Income,88.42
2023-11-08,Fight nice less agree able.,Entertainment,1379.53,Expense,11,2023,Wednesday,False,9421.21,0.00931073886513504,Income,1379.53
2023-11-09,What strong line.,Entertainment,15.45,Expense,11,2023,Thursday,False,9436.66,0.00010427530787031553,Income,15.45
2023-11-09,Conference trade population agreement.,Rent,1672.11,Expense,11,2023,Thursday,False,11108.77,0.010316865503146406,Income,1672.11
2023-11-11,Yes at seat ok.,Utilities,1899.4,Expense,11,2023,Saturday,True,13008.17,0.012935698735108777,Income,1899.4
2023-11-11,Than physical live reason.,Rent,1449.89,Expense,11,2023,Saturday,True,14458.06,0.008945775172899477,Income,1449.89
2023-11-13,Mention offer suddenly clear.,Other,2393.0,Income,11,2023,Monday,False,16851.06,0.006453004705596828,Income,2393.0
2023-11-14,Floor there career.,Travel,535.61,Expense,11,2023,Tuesday,False,17386.670000000002,0.0031599822038977615,Income,535.61
2023-11-14,Evening information.,Investment,823.0,Income,11,2023,Tuesday,False,18209.670000000002,0.002265644786539372,Income,823.0
2023-11-15,Face morning.,Health & Fitness,1605.18,Expense,11,2023,Wednesday,False,19814.85,0.011055410944497317,Income,1605.18
2023-11-17,Create physical share out cold.,Rent,199.05,Expense,11,2023,Friday,False,20013.9,0.0012281321673821054,Income,199.05
2023-11-18,Step rate feeling rate.,Food & Drink,29.25,Expense,11,2023,Saturday,True,20043.15,0.00018339318011862434,Income,29.25
2023-11-21,Move goal.,Investment,3192.0,Income,11,2023,Tuesday,False,23235.15,0.008787288163588914,Income,3192.0
2023-11-21,Carry example.,Salary,1910.63,Expense,11,2023,Tuesday,False,25145.78,0.012818413248124586,Income,1910.63
2023-11-22,Future treat bill choice.,Rent,751.52,Expense,11,2023,Wednesday,False,25897.3,0.0046368544909871886,Income,751.52
2023-11-23,Somebody next ready.,Rent,807.55,Expense,11,2023,Thursday,False,26704.850000000002,0.0049825578084371725,Income,807.55
2023-11-23,Republican reduce sort individual trouble.,Travel,1673.06,Expense,11,2023,Thursday,False,28377.91,0.009870689169457606,Income,1673.06
2023-11-26,Type look find.,Salary,1601.8,Expense,11,2023,Sunday,True,29979.71,0.010746473331228945,Income,1601.8
2023-11-26,Stage threat our.,Utilities,234.98,Expense,11,2023,Sunday,True,30214.69,0.001600310881739423,Income,234.98
2023-11-26,Report agreement sport.,Food & Drink,1963.32,Expense,11,2023,Sunday,True,32178.010000000002,0.01230972644070077,Income,1963.32
2023-11-26,Task central dinner.,Rent,837.9,Expense,11,2023,Sunday,True,33015.91,0.005169816342875991,Income,837.9
2023-11-27,Candidate bad real.,Salary,370.71,Expense,11,2023,Monday,False,33386.62,0.0024870927260705967,Income,370.71
2023-11-27,Affect machine.,Health & Fitness,1226.6,Expense,11,2023,Monday,False,34613.22,0.008448004002367589,Income,1226.6
2023-11-28,Cultural allow.,Utilities,971.33,Expense,11,2023,Tuesday,False,35584.55,0.006615158603966099,Income,971.33
2023-11-28,Arrive budget education at property.,Shopping,886.97,Expense,11,2023,Tuesday,False,36471.52,0.006038708271846379,Income,886.97
2023-11-29,Turn day top.,Other,601.0,Income,11,2023,Wednesday,False,37072.52,0.0016206668734073104,Income,601.0
2023-12-05,Ahead certainly second everyone.,Entertainment,1956.01,Expense,12,2023,Tuesday,False,1956.01,0.013201523944816562,Income,1956.01
2023-12-05,Goal talk sit party.,Health & Fitness,1043.01,Expense,12,2023,Tuesday,False,2999.02,0.007183558335650922,Income,1043.01
2023-12-06,Attention standard shake more respond.,Rent,871.37,Expense,12,2023,Wednesday,False,3870.39,0.005376325178054485,Income,871.37
2023-12-08,Top mr wind.,Salary,698.04,Expense,12,2023,Friday,False,4568.43,0.004683149109833345,Income,698.04
2023-12-09,Turn surface listen.,Shopping,305.82,Expense,12,2023,Saturday,True,4874.25,0.0020820972115134216,Income,305.82
2023-12-09,Pull blue strong wonder.,Food & Drink,33.17,Expense,12,2023,Saturday,True,4907.42,0.00020797100118067588,Income,33.17
2023-12-10,Method imagine seven.,Salary,1705.22,Expense,12,2023,Sunday,True,6612.639999999999,0.01144031792600713,Income,1705.22
2023-12-11,Letter mind many.,Rent,1505.35,Expense,12,2023,Monday,False,8117.99,0.009287961608483558,Income,1505.35
2023-12-13,News american foreign.,Health & Fitness,1940.59,Expense,12,2023,Wednesday,False,10058.58,0.01336549167369519,Income,1940.59
2023-12-14,Exist outside find wish.,Investment,3601.0,Income,12,2023,Thursday,False,13659.58,0.009913228282294385,Income,3601.0
2023-12-14,Network fact talk.,Entertainment,166.87,Expense,12,2023,Thursday,False,13826.45,0.0011262408171080617,Income,166.87
2023-12-18,Thus sort.,Salary,185.16,Expense,12,2023,Monday,False,14011.61,0.0012422381083845371,Income,185.16
2023-12-20,Actually purpose public.,Health & Fitness,246.23,Expense,12,2023,Wednesday,False,14257.84,0.0016958682745010366,Income,246.23
2023-12-21,Mission put budget house.,Food & Drink,214.26,Expense,12,2023,Thursday,False,14472.1,0.0013433785563150922,Income,214.26
2023-12-22,Ask window full.,Food & Drink,1653.56,Expense,12,2023,Friday,False,16125.66,0.010367576988613758,Income,1653.56
2023-12-23,Do interesting material.,Travel,1781.32,Expense,12,2023,Saturday,True,17906.98,0.010509399562082786,Income,1781.32
2023-12-25,Event smile popular hundred live.,Salary,1901.21,Expense,12,2023,Monday,False,19808.19,0.012755214484995494,Income,1901.21
2023-12-26,Memory challenge lawyer business.,Food & Drink,1635.01,Expense,12,2023,Tuesday,False,21443.2,0.010251271228230836,Income,1635.01
2023-12-27,Discuss wall ahead scene.,Health & Fitness,1124.7,Expense,12,2023,Wednesday,False,22567.9,0.007746184657967413,Income,1124.7
2023-12-29,Question will him quickly.,Salary,1436.15,Expense,12,2023,Friday,False,24004.05,0.009635127777902642,Income,1436.15
2023-12-29,Perform benefit baby.,Salary,236.91,Expense,12,2023,Friday,False,24240.96,0.0015894287657019911,Income,236.91
2023-12-29,Society dark product make.,Entertainment,14.37,Expense,12,2023,Friday,False,24255.33,9.698616013569153e-05,Income,14.37
2024-01-02,Gas teacher national weight all.,Travel,1099.9,Expense,1,2024,Tuesday,False,1099.9,0.006489170153781946,Income,1099.9
2024-01-02,Himself fire heavy.,Rent,101.1,Expense,1,2024,Tuesday,False,1201.0,0.0006237837835836767,Income,101.1
2024-01-04,Allow news.,Investment,3852.0,Income,1,2024,Thursday,False,5053.0,0.010604208648541509,Income,3852.0
2024-01-04,Man care resource.,Investment,2036.0,Income,1,2024,Thursday,False,7089.0,0.0056049244050961865,Income,2036.0
2024-01-07,Notice make.,Other,2266.0,Income,1,2024,Sunday,True,9355.0,0.006110534334677148,Income,2266.0
2024-01-09,Occur live take media hot.,Entertainment,1436.41,Expense,1,2024,Tuesday,False,10791.41,0.009694633979158573,Income,1436.41
2024-01-09,Wife pay good within fly.,Other,880.0,Income,1,2024,Tuesday,False,11671.41,0.002373023042593067,Income,880.0
2024-01-10,And student give score agree.,Rent,1546.57,Expense,1,2024,Wednesday,False,13217.98,0.009542287697101947,Income,1546.57
2024-01-11,Best generation group goal.,Utilities,1928.07,Expense,1,2024,Thursday,False,15146.05,0.013130953280089069,Income,1928.07
2024-01-11,Doctor fine be.,Investment,4045.0,Income,1,2024,Thursday,False,19191.05,0.011135520244898858,Income,4045.0
2024-01-11,Boy college mrs.,Salary,1849.5,Expense,1,2024,Thursday,False,21040.55,0.012408292187606402,Income,1849.5
2024-01-12,Price institution method inside.,Utilities,1386.72,Expense,1,2024,Friday,False,22427.27,0.00944413612190694,Income,1386.72
2024-01-13,Onto worry help hope.,Investment,1348.0,Income,1,2024,Saturday,True,23775.27,0.0037109224450243908,Income,1348.0
2024-01-14,Space beyond.,Health & Fitness,1013.18,Expense,1,2024,Sunday,True,24788.45,0.006978109159562037,Income,1013.18
2024-01-15,Market specific property coach.,Entertainment,554.46,Expense,1,2024,Monday,False,25342.91,0.0037421674564255764,Income,554.46
2024-01-16,Wide cut player wind.,Travel,911.16,Expense,1,2024,Tuesday,False,26254.07,0.005375645310773668,Income,911.16
2024-01-16,Degree enter father of source.,Other,4696.0,Income,1,2024,Tuesday,False,30950.07,0.01266331387274664,Income,4696.0
2024-01-16,Behind front attack song little.,Health & Fitness,1426.63,Expense,1,2024,Tuesday,False,32376.7,0.009825677441625368,Income,1426.63
2024-01-17,Somebody prepare few sound.,Entertainment,409.77,Expense,1,2024,Wednesday,False,32786.47,0.0027656241363119218,Income,409.77
2024-01-19,Finish increase economy middle public.,Travel,1376.36,Expense,1,2024,Friday,False,34162.83,0.008120223868405598,Income,1376.36
2024-01-19,Thing physical might.,Utilities,1962.86,Expense,1,2024,Friday,False,36125.69,0.013367887553540913,Income,1962.86
2024-01-19,Material produce station visit environmental.,Utilities,1012.75,Expense,1,2024,Friday,False,37138.44,0.006897245916595458,Income,1012.75
2024-01-19,Table trade various risk art.,Health & Fitness,1423.6,Expense,1,2024,Friday,False,38562.04,0.009804808819313957,Income,1423.6
2024-01-20,Leg drive second she.,Salary,1169.78,Expense,1,2024,Saturday,True,39731.82,0.007848051924962539,Income,1169.78
2024-01-22,Five store ask data.,Shopping,1351.74,Expense,1,2024,Monday,False,41083.56,0.009202975883497328,Income,1351.74
2024-01-23,Statement position either.,Travel,1756.18,Expense,1,2024,Tuesday,False,42839.74,0.010361079044157449,Income,1756.18
2024-01-24,Draw change agree someone.,Food & Drink,1050.23,Expense,1,2024,Wednesday,False,43889.97,0.006584786993366934,Income,1050.23
2024-01-25,Magazine yard instead town.,Investment,934.0,Income,1,2024,Thursday,False,44823.97,0.0025712177771904906,Income,934.0
2024-01-26,Evening ahead smile.,Entertainment,541.29,Expense,1,2024,Friday,False,45365.26,0.0036532803493283554,Income,541.29
2024-01-26,Compare system white magazine after.,Travel,1369.95,Expense,1,2024,Friday,False,46735.21,0.008082406266181995,Income,1369.95
2024-01-26,Own test too imagine.,Investment,2917.0,Income,1,2024,Friday,False,49652.21,0.008030237961525332,Income,2917.0
2024-01-27,However style.,Food & Drink,723.78,Expense,1,2024,Saturday,True,50375.99,0.004537993706196852,Income,723.78
2024-01-28,Born same usually.,Entertainment,1487.4,Expense,1,2024,Sunday,True,51863.39,0.010038776241184941,Income,1487.4
2024-01-30,Wear use edge this draw.,Entertainment,1026.74,Expense,1,2024,Tuesday,False,52890.13,0.006929684763933189,Income,1026.74
2024-02-01,Forget once hope security.,Travel,1388.94,Expense,2,2024,Thursday,False,1388.94,0.00819444312518765,Income,1388.94
2024-02-06,Design blood degree ever.,Other,3674.0,Income,2,2024,Tuesday,False,5062.9400000000005,0.009907371202826054,Income,3674.0
2024-02-07,Television argue mouth.,Health & Fitness,1932.01,Expense,2,2024,Wednesday,False,6994.95,0.013306398347150014,Income,1932.01
2024-02-07,Nation little east everyone.,Other,2163.0,Income,2,2024,Wednesday,False,9157.95,0.005832782774010004,Income,2163.0
2024-02-10,Little happy final population.,Salary,1661.67,Expense,2,2024,Saturday,True,10819.619999999999,0.011148141054003746,Income,1661.67
2024-02-10,Real small.,Health & Fitness,1512.66,Expense,2,2024,Saturday,True,12332.28,0.010418194793919255,Income,1512.66
2024-02-10,Need finally when.,Entertainment,1554.53,Expense,2,2024,Saturday,True,13886.81,0.010491850766578744,Income,1554.53
2024-02-14,Movement door kind.,Travel,903.14,Expense,2,2024,Wednesday,False,14789.95,0.0053283290596296265,Income,903.14
2024-02-14,Until truth feeling view.,Rent,382.08,Expense,2,2024,Wednesday,False,15172.03,0.0023574214444278064,Income,382.08
2024-02-15,Decision three trouble.,Investment,3590.0,Income,2,2024,Thursday,False,18762.03,0.009882946274211843,Income,3590.0
2024-02-16,Smile ever bag single.,Other,2664.0,Income,2,2024,Friday,False,21426.03,0.00718378793803174,Income,2664.0
2024-02-17,Say unit four institution.,Other,546.0,Income,2,2024,Saturday,True,21972.03,0.0014723529332452438,Income,546.0
2024-02-19,Recognize media goal.,Utilities,89.48,Expense,2,2024,Monday,False,22061.51,0.0006093957685677231,Income,89.48
2024-02-21,Law agree appear political.,Food & Drink,1549.59,Expense,2,2024,Wednesday,False,23611.1,0.009715700443761336,Income,1549.59
2024-02-21,Able customer figure.,Travel,986.2,Expense,2,2024,Wednesday,False,24597.3,0.005818364947413179,Income,986.2
2024-02-21,Book economic.,Health & Fitness,155.03,Expense,2,2024,Wednesday,False,24752.329999999998,0.0010677434049299263,Income,155.03
2024-02-22,Rate society floor long same.,Entertainment,1914.41,Expense,2,2024,Thursday,False,26666.739999999998,0.012920756772816231,Income,1914.41
2024-02-23,Reach step son.,Utilities,837.7,Expense,2,2024,Friday,False,27504.44,0.005705083094872393,Income,837.7
2024-02-23,Increase consider.,Rent,705.31,Expense,2,2024,Friday,False,28209.75,0.004351740261121692,Income,705.31
2024-02-24,Difference way type positive phone.,Health & Fitness,668.82,Expense,2,2024,Saturday,True,28878.57,0.0046063867902034015,Income,668.82
2024-02-24,Cup red collection husband.,Salary,1993.3,Expense,2,2024,Saturday,True,30871.87,0.013373046130065337,Income,1993.3
2024-02-25,Employee become happy water bring.,Food & Drink,238.3,Expense,2,2024,Sunday,True,31110.17,0.0014941058058895104,Income,238.3
2024-02-27,Significant up still management.,Entertainment,1809.95,Expense,2,2024,Tuesday,False,32920.12,0.01221573420581732,Income,1809.95
2024-02-27,Course technology site.,Entertainment,1918.2,Expense,2,2024,Tuesday,False,34838.32,0.012946336281996068,Income,1918.2
2024-02-27,High issue deal democratic.,Health & Fitness,768.93,Expense,2,2024,Tuesday,False,35607.25,0.005295877806571426,Income,768.93
2024-02-28,Industry impact certainly.,Rent,777.89,Expense,2,2024,Wednesday,False,36385.14,0.004799556552046551,Income,777.89
2024-02-29,Dog late eat.,Travel,59.16,Expense,2,2024,Thursday,False,36444.3,0.0003490310994615328,Income,59.16
2024-03-02,Beat light the window.,Health & Fitness,1033.48,Expense,3,2024,Saturday,True,1033.48,0.007117922041714379,Income,1033.48
2024-03-03,Require remain save.,Salary,97.26,Expense,3,2024,Sunday,True,1130.74,0.0006525171658105426,Income,97.26
2024-03-05,Believe arrive.,Entertainment,647.42,Expense,3,2024,Tuesday,False,1778.1599999999999,0.004369574098472471,Income,647.42
2024-03-05,Likely great paper.,Investment,1871.0,Income,3,2024,Tuesday,False,3649.16,0.005150694283858038,Income,1871.0
2024-03-06,Effect people.,Food & Drink,1257.6,Expense,3,2024,Wednesday,False,4906.76,0.007884966267254084,Income,1257.6
2024-03-06,Provide car throughout american.,Entertainment,1731.25,Expense,3,2024,Wednesday,False,6638.01,0.011684571310710924,Income,1731.25
2024-03-06,College manage fund.,Rent,419.1,Expense,3,2024,Wednesday,False,7057.11,0.002585833666665865,Income,419.1
2024-03-07,Bed report item.,Shopping,1296.66,Expense,3,2024,Thursday,False,8353.77,0.008827977798315982,Income,1296.66
2024-03-07,Finish without.,Utilities,57.27,Expense,3,2024,Thursday,False,8411.04,0.00039003236104015985,Income,57.27
2024-03-08,Security unit executive.,Food & Drink,184.17,Expense,3,2024,Friday,False,8595.21,0.0011547187002545996,Income,184.17
2024-03-11,Stop unit might job close.,Other,1077.0,Income,3,2024,Monday,False,9672.21,0.0029042566100826515,Income,1077.0
2024-03-13,New type pm.,Entertainment,1822.86,Expense,3,2024,Wednesday,False,11495.07,0.012302866518089537,Income,1822.86
2024-03-15,Country approach.,Salary,1264.13,Expense,3,2024,Friday,False,12759.2,0.008481045905984797,Income,1264.13
2024-03-16,Like clear.,Food & Drink,785.11,Expense,3,2024,Saturday,True,13544.31,0.004922523748476348,Income,785.11
2024-03-18,Break time manager kid.,Investment,1018.0,Income,3,2024,Monday,False,14562.31,0.0028024622025480932,Income,1018.0
2024-03-26,Leader both rest challenge.,Food & Drink,1404.76,Expense,3,2024,Tuesday,False,15967.07,0.008807637733450896,Income,1404.76
2024-03-27,Data exist.,Investment,2874.0,Income,3,2024,Wednesday,False,18841.07,0.007911862839020845,Income,2874.0
2024-03-28,State none production defense your.,Travel,1217.07,Expense,3,2024,Thursday,False,20058.14,0.007180447603476127,Income,1217.07
2024-03-29,Short congress turn east marriage.,Salary,769.01,Expense,3,2024,Friday,False,20827.15,0.005159286712728413,Income,769.01
2024-03-30,Ago race quite hour.,Food & Drink,953.24,Expense,3,2024,Saturday,True,21780.39,0.005976674017650512,Income,953.24
2024-03-30,Child ball store process.,Utilities,1496.04,Expense,3,2024,Saturday,True,23276.43,0.01018865048734976,Income,1496.04
2024-04-03,Western order accept wide prevent.,Travel,1920.67,Expense,4,2024,Wednesday,False,1920.67,0.011331534175165352,Income,1920.67
2024-04-04,Water yourself trade someone.,Other,591.0,Income,4,2024,Thursday,False,2511.67,0.0015937007024687528,Income,591.0
2024-04-06,Tell soon executive.,Utilities,255.24,Expense,4,2024,Saturday,True,2766.91,0.0017382898521370771,Income,255.24
2024-04-07,Natural own.,Other,4900.0,Income,4,2024,Sunday,True,7666.91,0.013213423759893215,Income,4900.0
2024-04-08,Effort drive side human.,Rent,616.34,Expense,4,2024,Monday,False,8283.25,0.003802798191631685,Income,616.34
2024-04-09,Clear single expect.,Health & Fitness,431.36,Expense,4,2024,Tuesday,False,8714.61,0.002970920435725814,Income,431.36
2024-04-09,Fear song save.,Utilities,330.3,Expense,4,2024,Tuesday,False,9044.91,0.002249479463096993,Income,330.3
2024-04-10,Capital program story mention majority.,Travel,396.71,Expense,4,2024,Wednesday,False,9441.619999999999,0.0023405024926873674,Income,396.71
2024-04-10,Environmental outside bed institution.,Investment,4996.0,Income,4,2024,Wednesday,False,14437.619999999999,0.013753537489126007,Income,4996.0
2024-04-11,Control piece behavior message wind.,Rent,588.4,Expense,4,2024,Thursday,False,15026.02,0.003630409280520627,Income,588.4
2024-04-13,Us money positive.,Investment,2117.0,Income,4,2024,Saturday,True,17143.02,0.0058279101009767326,Income,2117.0
2024-04-16,Life bad soon.,Salary,1903.56,Expense,4,2024,Tuesday,False,19046.58,0.012770980630786721,Income,1903.56
2024-04-17,Worker range feel.,Entertainment,209.09,Expense,4,2024,Wednesday,False,19255.67,0.0014111924998449368,Income,209.09
2024-04-17,Into notice necessary true message.,Entertainment,642.39,Expense,4,2024,Wednesday,False,19898.06,0.004335625567819547,Income,642.39
2024-04-17,Including let result spend.,Travel,1389.98,Expense,4,2024,Wednesday,False,21288.04,0.008200578898403336,Income,1389.98
2024-04-18,One shoulder administration.,Other,3091.0,Income,4,2024,Thursday,False,24379.04,0.008335243437108147,Income,3091.0
2024-04-20,Skill successful and.,Utilities,19.62,Expense,4,2024,Saturday,True,24398.66,0.00013362030598232822,Income,19.62
2024-04-21,Finish right serious.,Entertainment,1427.28,Expense,4,2024,Sunday,True,25825.94,0.009633013683957537,Income,1427.28
2024-04-22,Space game truth special decision.,Travel,1681.82,Expense,4,2024,Monday,False,27507.76,0.009922371259235887,Income,1681.82
2024-04-23,Else pull its adult house.,Other,4431.0,Income,4,2024,Tuesday,False,31938.760000000002,0.011948710342874863,Income,4431.0
2024-04-25,Pretty least if.,Health & Fitness,1551.79,Expense,4,2024,Thursday,False,33490.55,0.010687696177102562,Income,1551.79
2024-04-26,Peace wind guess.,Rent,359.78,Expense,4,2024,Friday,False,33850.33,0.0022198311538846214,Income,359.78
2024-04-26,Because career course.,Travel,1718.84,Expense,4,2024,Friday,False,35569.17,0.010140781186586562,Income,1718.84
2024-04-30,Teacher decide possible.,Investment,2656.0,Income,4,2024,Tuesday,False,38225.17,0.007311728497021351,Income,2656.0
2024-05-02,Success teach mrs beat.,Rent,1457.58,Expense,5,2024,Thursday,False,1457.58,0.008993222228248225,Income,1457.58
2024-05-03,Listen against coach.,Food & Drink,1627.16,Expense,5,2024,Friday,False,3084.74,0.010202052887583617,Income,1627.16
2024-05-04,White likely teacher one.,Entertainment,1813.54,Expense,5,2024,Saturday,True,4898.28,0.01223996387282408,Income,1813.54
2024-05-04,Notice street anything.,Salary,1311.28,Expense,5,2024,Saturday,True,6209.5599999999995,0.008797375171540698,Income,1311.28
2024-05-05,Piece require.,Other,2329.0,Income,5,2024,Sunday,True,8538.56,0.00628042121159006,Income,2329.0
2024-05-05,Say other never fact.,Travel,276.42,Expense,5,2024,Sunday,True,8814.98,0.0016308177233461275,Income,276.42
2024-05-14,Main opportunity particularly question.,Rent,799.6,Expense,5,2024,Tuesday,False,9614.58,0.004933506561360118,Income,799.6
2024-05-15,Research month instead.,Entertainment,1697.48,Expense,5,2024,Wednesday,False,11312.06,0.011456650459786616,Income,1697.48
2024-05-17,As throughout individual list manager.,Utilities,1516.84,Expense,5,2024,Friday,False,12828.9,0.010330307080847844,Income,1516.84
2024-05-20,Recently again explain court.,Investment,1967.0,Income,5,2024,Monday,False,14795.9,0.00541497362712387,Income,1967.0
2024-05-22,Discussion detail training fund.,Utilities,1474.48,Expense,5,2024,Wednesday,False,16270.38,0.010041817979858475,Income,1474.48
2024-05-23,Third rich hospital.,Health & Fitness,90.44,Expense,5,2024,Thursday,False,16360.82,0.000622890495658018,Income,90.44
2024-05-25,Somebody son suddenly perform.,Entertainment,135.09,Expense,5,2024,Saturday,True,16495.91,0.0009117508958058851,Income,135.09
2024-05-26,Project can.,Food & Drink,1340.49,Expense,5,2024,Sunday,True,17836.4,0.008404674325374863,Income,1340.49
2024-05-27,Paper beyond indeed.,Health & Fitness,782.31,Expense,5,2024,Monday,False,18618.71,0.00538803033677824,Income,782.31
2024-05-27,Doctor news yourself.,Food & Drink,89.41,Expense,5,2024,Monday,False,18708.12,0.0005605874951933743,Income,89.41
2024-05-31,Ground city still.,Rent,1410.44,Expense,5,2024,Friday,False,20118.56,0.008702369927969942,Income,1410.44
2024-06-01,Southern front.,Travel,1671.4,Expense,6,2024,Saturday,True,1671.4,0.009860895531440263,Income,1671.4
2024-06-02,Dinner no main year size.,Utilities,759.55,Expense,6,2024,Sunday,True,2430.95,0.005172849307282231,Income,759.55
2024-06-02,Environment character real middle prove.,Rent,1038.16,Expense,6,2024,Sunday,True,3469.11,0.006405414171762908,Income,1038.16
2024-06-03,Sometimes while sense window.,Entertainment,1037.58,Expense,6,2024,Monday,False,4506.6900000000005,0.007002846209714044,Income,1037.58
2024-06-04,Among black picture that treat.,Health & Fitness,978.85,Expense,6,2024,Tuesday,False,5485.54,0.006741666980040369,Income,978.85
2024-06-06,Remain seven marriage.,Food & Drink,1008.66,Expense,6,2024,Thursday,False,6494.2,0.006324149232767576,Income,1008.66
2024-06-07,Positive free case.,Investment,2384.0,Income,6,2024,Friday,False,8878.2,0.006562937024434828,Income,2384.0
2024-06-09,Wide shoulder according strong.,Other,2232.0,Income,6,2024,Sunday,True,11110.2,0.006018849353486052,Income,2232.0
2024-06-10,Expert commercial entire resource.,Investment,3467.0,Income,6,2024,Monday,False,14577.2,0.009544338365652494,Income,3467.0
2024-06-12,Picture early send morning.,Rent,1325.61,Expense,6,2024,Wednesday,False,15902.81,0.008178971526769116,Income,1325.61
2024-06-13,Soon including important.,Health & Fitness,1443.31,Expense,6,2024,Thursday,False,17346.12,0.009940558174349556,Income,1443.31
2024-06-13,Some gun ahead certainly act.,Salary,963.25,Expense,6,2024,Thursday,False,18309.37,0.006462442524850969,Income,963.25
2024-06-14,Be fire.,Shopping,54.67,Expense,6,2024,Friday,False,18364.04,0.00037220670509920464,Income,54.67
2024-06-15,Article service produce political.,Investment,1603.0,Income,6,2024,Saturday,True,19967.04,0.004412914450574257,Income,1603.0
2024-06-16,Within woman.,Food & Drink,1782.69,Expense,6,2024,Sunday,True,21749.73,0.011177203017629759,Income,1782.69
2024-06-17,Information though red.,Investment,2615.0,Income,6,2024,Monday,False,24364.73,0.0071988591941682355,Income,2615.0
2024-06-21,Training account evidence month.,Shopping,1202.72,Expense,6,2024,Friday,False,25567.45,0.008188411347300447,Income,1202.72
2024-06-21,Land day name small.,Food & Drink,1758.23,Expense,6,2024,Friday,False,27325.68,0.011023842430084406,Income,1758.23
2024-06-22,Thought sit identify culture.,Travel,1895.04,Expense,6,2024,Saturday,True,29220.72,0.011180322764090317,Income,1895.04
2024-06-23,Already free.,Salary,1735.93,Expense,6,2024,Sunday,True,30956.65,0.011646351261006532,Income,1735.93
